autor,publicaciones,total_citaciones,cit_promedio,max_citaciones,h_index,g_index
Andrea Zepeda,3,339,113.0,224,3,3
Edelmira D. Gálvez,26,339,13.04,63,11,17
Liliana Borzacconi,2,339,169.5,231,2,2
"Asgari, M.",1,338,338.0,338,1,1
"Peacock, J. A.",1,338,338.0,338,1,1
"Wright, A. H.",1,338,338.0,338,1,1
Carolina Paipa,18,338,18.78,49,12,18
"Radovich, M.",1,338,338.0,338,1,1
Rafael C. Nunes,3,338,112.67,152,3,3
"Archidiacono, M.",1,338,338.0,338,1,1
"Sifón, C.",1,338,338.0,338,1,1
"Amon, A.",1,338,338.0,338,1,1
"Giblin, B.",1,338,338.0,338,1,1
"Schneider, P.",1,338,338.0,338,1,1
Jorge Noreña,12,338,28.17,92,8,12
"Joachimi, B.",1,338,338.0,338,1,1
"Joudaki, S.",1,338,338.0,338,1,1
"Heymans, C.",1,338,338.0,338,1,1
"Hildebrandt, H.",1,338,338.0,338,1,1
"Mead, A.",1,338,338.0,338,1,1
"Kannawadi, A.",1,338,338.0,338,1,1
"Erben, T.",1,338,338.0,338,1,1
David Pardo,15,338,22.53,131,9,15
"Hoekstra, H.",1,338,338.0,338,1,1
"Tewes, M.",1,338,338.0,338,1,1
"Kuijken, K.",1,338,338.0,338,1,1
Grigoris Panotopoulos,20,338,16.9,44,11,18
"Köhlinger, F.",1,338,338.0,338,1,1
"Morrison, C.B.",1,338,338.0,338,1,1
"Brieden, S.",1,338,338.0,338,1,1
"Miller, L.",1,338,338.0,338,1,1
"Blake, C.",1,338,338.0,338,1,1
"Choi, A.",1,338,338.0,338,1,1
"Tröster, T.",1,338,338.0,338,1,1
"de Jong, J. T. A.",1,338,338.0,338,1,1
"Van Den Busch, J. L.",1,338,338.0,338,1,1
Luis Ahumada,39,337,8.64,80,11,17
Marcela León,8,337,42.12,244,4,8
Marcelo J. Kogan,20,337,16.85,47,13,18
Victor M. Calo,14,336,24.0,131,10,14
Marı́a José Torres,5,336,67.2,132,5,5
Héctor Ignacio Castellucci,19,335,17.63,70,10,18
María E. Martinez,10,335,33.5,207,7,10
Rodrigo Schrebler,9,335,37.22,151,5,9
Carlos Viviani,19,335,17.63,70,10,18
Dominique Manghi Haquin,48,334,6.96,68,9,16
Ariel Leiva,35,333,9.51,64,10,17
Enrique Cabrera,17,333,19.59,93,9,17
Jean‐Philippe Steyer,4,333,83.25,295,3,4
Luis A. Díaz‐Robles,21,332,15.81,65,9,18
Francesc Ventura,2,330,165.0,208,2,2
José Luís Rosa,2,330,165.0,208,2,2
Guillermo Bravo,8,330,41.25,217,6,8
Pedro Santander,25,329,13.16,168,7,18
Farida Djouad,9,328,36.44,132,7,9
Rómulo Oses,9,328,32.8,77,8,10
Sergio Almonacid,12,328,27.33,97,8,12
Gabriel J. Castaño‐Villa,16,327,20.44,93,9,16
Karin Klock‐Barría,8,327,40.88,133,5,8
Cornelia Mothes,9,326,36.22,107,7,9
Mauricio Varas,22,326,14.82,67,10,17
Miguel Cruz,25,325,13.0,43,12,17
Renbin Yan,4,325,81.25,177,4,4
Macarena Morales,17,325,19.12,61,9,17
Gloria Arenas,16,324,20.25,164,8,16
Zaida Cabrera,12,324,27.0,60,9,12
Francis Chopin,1,323,323.0,323,1,1
Dominic Rihan,1,323,323.0,323,1,1
Svein Løkkeborg,1,323,323.0,323,1,1
Petri Suuronen,1,323,323.0,323,1,1
Yoshiki Matsushita,1,323,323.0,323,1,1
Christopher W. Glass,1,323,323.0,323,1,1
Vania Artigas,31,323,10.42,47,11,17
Katherina Brokordt,27,323,11.96,58,10,17
A. Plastino,5,322,64.4,102,5,5
Luís F. Alarcón,16,322,20.12,67,11,16
José A. Lastra,10,321,32.1,133,6,10
Cristián Álvarez,27,321,11.89,34,12,17
Francisco Cereceda‐Balic,15,320,21.33,62,9,15
Carolina Pradenas,7,320,45.71,135,6,7
Jameela Abbas,10,319,31.9,106,8,10
Ian Harris,2,319,159.5,213,2,2
Mónica Castro,37,319,8.62,44,10,16
Eduardo Quiroga,25,319,12.76,35,11,17
P. D. Jones,2,319,159.5,213,2,2
N. Silva,8,318,39.75,92,7,8
Dasniel Olivera Pérez,8,318,39.75,83,7,8
Ana María Leiva,17,318,18.71,87,11,17
Pedro Arezes,12,318,26.5,70,9,12
Jon A. Holtzman,2,317,158.5,206,2,2
Steven R. Majewski,2,317,158.5,206,2,2
Chao Liu,2,317,158.5,206,2,2
María Adela Martínez-Sangüinetti,16,317,19.81,87,11,16
David Santibáñez,18,317,17.61,118,8,17
Karen Kinemuchi,2,317,158.5,206,2,2
Rondinelli Donizetti Herculano,24,316,13.17,61,11,17
Cristian Merino,66,316,4.79,32,10,15
Iván Montenegro,25,316,12.64,46,11,17
Juan Escrig,6,316,52.67,120,4,6
Viviana Urtuvia,14,315,22.5,161,7,14
José M. Yáñez,15,314,20.93,121,10,15
Álvaro Peña,49,313,6.39,54,10,16
M. Campos‐Vallette,15,313,20.87,76,9,15
Sara Puente-Marín,22,313,14.23,51,10,17
Ignacia Hernández,20,312,15.6,80,10,17
Isabel González,12,312,26.0,65,7,12
Francisco Altimiras,16,311,19.44,73,7,16
Alberto Vergara‐Fernández,11,311,28.27,77,9,11
Martine Lokken,11,309,28.09,93,8,11
Henk Hoekstra,5,308,51.33,142,5,6
Mark Dickinson,6,308,51.33,216,5,6
Katherine Valencia,9,307,34.11,259,4,9
Fabián Riquelme,12,307,25.58,51,9,12
Julià Coma,1,307,307.0,307,1,1
Silvia Burés,1,307,307.0,307,1,1
Aitor Erkoreka,1,307,307.0,307,1,1
Luisa F. Cabeza,1,307,307.0,307,1,1
Gabriel Pérez,1,307,307.0,307,1,1
Zaloa Azkorra-Larrinaga,1,307,307.0,307,1,1
Ignacio A. Mundo,4,306,76.5,213,3,4
Mauricio Rodríguez,31,306,9.87,66,8,17
Jaime Orellana,11,306,27.82,85,8,11
Colin Sparks,3,305,101.67,142,3,3
Rafael Contreras‐López,5,305,61.0,132,5,5
Howard Silverman,1,304,304.0,304,1,1
Astrid Scholz,1,304,304.0,304,1,1
Friederike Ziegler,1,304,304.0,304,1,1
Sarah A. Kruse,1,304,304.0,304,1,1
Sebastián Saa,19,304,16.0,56,11,17
Irene Esteban‐Cornejo,18,304,16.89,48,10,17
Anna Flysjö,1,304,304.0,304,1,1
Peter Tyedmers,1,304,304.0,304,1,1
Nathan Pelletier,1,304,304.0,304,1,1
Ulf Sonesson,1,304,304.0,304,1,1
Pedro Valencia,24,303,12.62,59,9,17
Mauricio F. Landaeta,25,302,12.08,40,12,16
M. Béthermin,5,302,60.4,216,5,5
Kenny L. Alvarez,8,302,37.75,168,6,8
Naomi Robertson,5,302,60.4,105,5,5
Danny Guzmán,25,302,12.08,46,13,17
Claudia Navarro‐Villarroel,14,302,21.57,68,10,14
David R. Law,3,301,100.33,177,3,3
Shuay-Pwu Patty Ho,5,301,60.2,105,3,5
Daniel Ramírez,21,300,14.29,47,10,17
Alexander Trujillo,11,300,27.27,139,7,11
Cristián Acevedo,16,300,18.75,81,10,16
Fernando Godoy,24,300,12.5,40,10,16
Daniel Melnick,14,299,21.36,98,6,14
Mario Suwalsky,17,297,17.47,47,11,17
Rodrigo Pascual,22,297,13.5,45,11,16
R. Lavín,5,296,59.2,120,5,5
L. Maurin,4,296,74.0,105,4,4
Xiao‐Mei Kuang,13,296,22.77,79,9,13
Andronikos Paliathanasis,4,296,74.0,155,4,4
Agnieszka Stępińska,7,296,42.29,142,6,7
Lida Fuentes,14,296,21.14,96,9,14
Tomás Herrera-Valenzuela,9,296,32.89,197,5,9
Todd M. Tripp,8,296,37.0,74,7,8
Zhenia Milán,2,295,147.5,260,2,2
Silvio Waisbord,1,295,295.0,295,1,1
Estefanía Rodríguez,5,295,59.0,197,3,5
Nuria Garatachea,8,295,36.88,152,6,8
Gustavo Vega-Fernadez,2,294,147.0,184,2,2
C. H. Wörner,51,294,5.76,41,9,15
Raydonal Ospina,19,292,15.37,100,8,17
Rashid Sumaila,1,291,291.0,291,1,1
Cristiane T. Elfes,1,291,291.0,291,1,1
John E. Graves,1,291,291.0,291,1,1
María Paz Ocaranza,4,291,72.75,276,2,4
Jason Schratwieser,1,291,291.0,291,1,1
Flávia Lucena‐Frédou,1,291,291.0,291,1,1
Maria José Juan‐Jordá,1,291,291.0,291,1,1
Reg Watson,1,291,291.0,291,1,1
Shui‐Kai Chang,1,291,291.0,291,1,1
Roger Mcmanus,1,291,291.0,291,1,1
Alberto Ferreira de Amorim,1,291,291.0,291,1,1
Giovanni Cárdenas,1,291,291.0,291,1,1
André M. Boustany,1,291,291.0,291,1,1
Wei‐Chuan Chiang,1,291,291.0,291,1,1
Rodolfo Serra,1,291,291.0,291,1,1
C.-L. Sun,1,291,291.0,291,1,1
David J. Die,1,291,291.0,291,1,1
W. Christopher Fox,1,291,291.0,291,1,1
Carolina V. Minte‐Vera,1,291,291.0,291,1,1
Victor Restrepo,1,291,291.0,291,1,1
S.-P. Wang,1,291,291.0,291,1,1
Beth Polidoro,1,291,291.0,291,1,1
Kent E. Carpenter,1,291,291.0,291,1,1
Nilamon de Oliveira Leite,1,291,291.0,291,1,1
Bruce B. Collette,1,291,291.0,291,1,1
Keqiang Shao,1,291,291.0,291,1,1
Mônica Brick Peres,1,291,291.0,291,1,1
Russell S. Nelson,1,291,291.0,291,1,1
Heather Harwell,1,291,291.0,291,1,1
Rosângela Paula Teixeira Lessa,1,291,291.0,291,1,1
Lucy R. Harrison,1,291,291.0,291,1,1
Mariella Rivas,8,291,36.38,109,7,8
Marta Carballa,6,291,48.5,155,4,6
Marius Lungu,4,291,72.75,105,4,4
J. Ojeda,17,290,17.06,71,8,17
René G. Rojas,17,290,17.06,60,9,17
Thorsten Knipfer,7,290,41.43,95,5,7
José Luis Campos,14,290,20.71,118,7,14
Andrew J. McElrone,6,289,48.17,95,5,6
Juan Carlos Vielma,50,288,5.76,59,11,15
Patricio Salgado-Rebolledo,11,288,26.18,54,9,11
Anne-Marie Weijmans,2,288,144.0,177,2,2
Guillermo R. Castro,3,287,95.67,266,3,3
P. Vargas,21,287,13.67,69,10,16
Anelise Reis Gaya,43,287,6.67,47,9,15
Thiago Barcelos,20,286,14.3,51,9,16
Carola Blázquez,8,286,35.75,177,6,8
Rocío Urrutia‐Jalabert,5,286,57.2,213,3,5
P. Ávila,5,285,57.0,235,4,5
Juan E. Ramírez-Morales,4,285,71.25,155,4,4
Cristhy Jiménez,10,285,28.5,105,7,10
Eduardo Gomes Salgado,8,285,35.62,94,6,8
Camila González‐Arancibia,7,284,40.57,147,6,7
Pedro Labraña,14,284,20.29,76,7,14
Janeth I. Galarza,5,283,56.6,130,4,5
Bárbara Leyton,8,283,35.38,184,6,8
S. C. Madden,3,283,94.33,216,3,3
Nelson Merino,9,283,31.44,49,9,9
Uálison Rébula de Oliveira,18,283,15.72,83,10,16
Florence Pannier,5,283,56.6,80,5,5
J. P. Nibarger,4,282,70.5,105,3,4
Anna E. Fox,4,282,70.5,105,3,4
L Castro,3,282,94.0,138,3,3
Aurora Molinari,30,282,9.4,43,9,14
Céline Lavergne,18,281,15.61,38,11,16
S Barberis,11,281,25.55,212,6,11
Álvaro S. Núñez,7,281,40.14,120,5,7
Samuel Ortega-Farías,5,281,56.2,114,4,5
Katherine García,12,280,23.33,92,7,12
Raimundo Olfos,39,280,7.18,45,9,15
Robert G. Aykroyd,8,280,35.0,79,7,8
Samir Ahmad Mussa,19,280,14.74,157,8,16
Stuart Ryder,1,279,279.0,279,1,1
John Bunton,1,279,279.0,279,1,1
Hyerin Cho,1,279,279.0,279,1,1
Adam Deller,1,279,279.0,279,1,1
Cecília Castro,37,278,7.51,96,8,15
A. Choi,6,278,39.71,142,7,7
Jacques Trienekens,3,278,92.67,214,3,3
Jessica Duncan,3,278,92.67,214,3,3
Laurens Klerkx,3,278,92.67,214,3,3
Santiago Dogliotti,4,278,69.5,214,3,4
Anton M. Koekemoer,7,278,39.71,206,6,7
W.A.H. Rossing,4,278,69.5,214,3,4
Sarah Burke-Spolaor,3,278,92.67,185,2,3
Daniel Gaitán‐Cremaschi,3,278,92.67,214,3,3
Alejandra Gubler,6,277,46.17,182,5,6
A. Amon,6,277,39.57,142,7,7
Christophe Biot,7,277,39.57,63,7,7
Omar Sánchez,14,277,19.79,98,7,14
Sebastián Ossandón,27,277,10.26,41,10,16
Marco Taviani,2,277,138.5,259,2,2
Miguel Copaja,1,276,276.0,276,1,1
Melissa Pinto,1,276,276.0,276,1,1
Guillermo Díaz‐Araya,2,276,138.0,276,1,2
Jorge Jalil,2,276,138.0,276,1,2
Karen Castañeda,16,276,17.25,98,7,16
I. Delvecchio,11,276,25.09,71,7,11
Iván Godoy,1,276,276.0,276,1,1
Manuel Varas‐Godoy,2,276,138.0,276,1,2
Maritza Román,1,276,276.0,276,1,1
P Collantes,1,276,276.0,276,1,1
T. Joseph W. Lazio,2,276,138.0,185,2,2
Pablo Castro,3,276,92.0,276,1,3
Luisa Ruz,10,275,27.5,97,6,10
José Verdejo,11,275,25.0,59,9,11
Raúl Fierro,33,275,8.33,63,8,16
Rodolfo Palomo‐Briones,3,275,91.67,231,3,3
Iván Nombela,21,274,13.05,48,10,16
Marcin Glowacki,10,274,27.4,104,7,10
Minas Tsoukalas,6,274,45.67,126,6,6
James Robeson,28,273,9.75,38,10,16
Andrew Constable,3,273,91.0,136,3,3
Silvia Antonia Brandán,13,272,20.92,49,10,13
Craig R. Brodersen,4,272,68.0,95,4,4
Francisco J. Plou,5,272,54.4,128,4,5
Marcelo Toledo-Vargas,7,272,38.86,191,5,7
Evelyne Bachère,3,271,90.33,141,3,3
Samuel Carrasco,15,271,18.07,96,9,15
Ernesto Pino‐Cortés,29,271,9.34,33,9,15
Charles D. Kilpatrick,4,271,67.75,91,4,4
Kasper E. Heintz,4,271,67.75,91,4,4
Marymegan Daly,3,271,90.33,197,3,3
Erick Jamet,5,271,54.2,259,3,5
Christian Vergara,5,270,54.0,197,5,5
Felipe Olivares,14,270,19.29,127,8,14
Gokul Iyer,4,270,67.5,91,4,4
Debora Fino,14,270,19.29,53,9,14
Victor Hugo C. de Albuquerque,7,270,38.57,140,6,7
Betsabé González‐Yañez,13,269,20.69,64,9,13
E. Sánchez,19,269,14.16,43,11,16
Vladimir V Matskovsky,2,269,134.5,213,2,2
Marco Soto‐Arriaza,8,268,33.5,66,7,8
Francisca Rosenkranz,6,267,44.5,155,5,6
Nora Rojas,2,267,133.5,243,2,2
Shuangzhe Liu,13,267,20.54,59,9,13
Ka‐Yiu San,4,267,66.75,182,4,4
Verónica Chico,24,267,11.12,48,9,16
Luis Pérez,19,267,14.05,57,8,16
George N. Bennett,4,267,66.75,182,4,4
Anthony D. Okely,5,266,53.2,191,5,5
Luis Rodríguez Zúñiga,11,266,24.18,91,8,11
Ana Cauerhff,1,266,266.0,266,1,1
J. Concha,7,266,38.0,118,5,7
Jorge F. B. Pereira,14,266,19.0,40,9,14
Juan J. Armestó,14,265,18.93,61,10,14
Domingo Ruiz-Caballero,14,265,18.93,157,8,14
Marcos Godoy,7,265,37.86,83,5,7
Marcos S. Barbeitos,2,264,132.0,197,2,2
Leda Guzmán,23,264,11.48,74,9,15
Rocío A. Pozo,11,264,24.0,71,7,11
Luciana C. Gusmão,2,264,132.0,197,2,2
Angus H. Wright,5,263,43.83,142,5,6
Fanny Petermann‐Rocha,18,263,14.61,76,8,16
Olga Abián,2,263,131.5,140,2,2
Alejandra Vesga-Baron,3,263,87.67,231,3,3
Mariano Masiokas,2,263,131.5,213,2,2
Cristina Cadenas‐Sánchez,15,263,17.53,48,10,15
Benevides C. Pessela,2,263,131.5,140,2,2
José‐Fernando Camacho‐Vallejo,6,262,43.67,117,4,6
María Cristina Schiappacasse,14,262,18.71,53,10,14
Antonieta Ruíz,16,262,16.38,84,8,16
Maria Contesse,2,262,131.0,214,2,2
Hernán Pinto,41,262,6.39,43,8,14
Sebastián Miranda-Marquez,5,261,52.2,191,4,5
Frano Giakoni-Ramírez,42,261,6.07,73,8,14
Pablo Conejeros,15,261,17.4,60,9,15
Isel Cortés,1,260,260.0,260,1,1
Enrique Sánchez,1,260,260.0,260,1,1
M.A. de la Rubia,1,260,260.0,260,1,1
Alfred Hermida,4,260,65.0,129,4,4
Ronald Rocco,6,260,43.33,196,4,6
Robert B. Dunbar,1,259,259.0,259,1,1
Andres Rüggeberg,1,259,259.0,259,1,1
Matthias López Correa,1,259,259.0,259,1,1
T.Á. DelValls,6,259,43.17,158,5,6
Julie Trotter,1,259,259.0,259,1,1
Sánchez Fernández,27,259,9.59,42,8,16
James L. Falter,1,259,259.0,259,1,1
Cornelia Maier,1,259,259.0,259,1,1
Paolo Montagna,1,259,259.0,259,1,1
André Freiwald,1,259,259.0,259,1,1
Malcolm T. McCulloch,1,259,259.0,259,1,1
Borja del Pozo Cruz,4,258,64.5,191,4,4
Ximena Palma-Leal,28,258,9.21,65,10,15
Toshiya Namikawa,5,257,51.4,105,5,5
Alberto Cuesta,17,257,15.12,57,8,16
Roberto Neira,6,257,42.83,91,6,6
Alexandra G. Mannings,7,257,36.71,96,6,7
Elsa Uribe,7,256,36.57,99,7,7
Naresh Dadhich,4,256,64.0,144,4,4
Paul Forsythe,1,256,256.0,256,1,1
John Bienenstock,1,256,256.0,256,1,1
Emilio Cuq,2,256,128.0,213,2,2
Carlos Suárez,5,256,51.2,108,5,5
Wolfgang Kunze,1,256,256.0,256,1,1
Arun Kannawadi,5,255,42.5,142,5,6
René S. Rojas,18,255,14.17,49,8,15
Rodrigo Medel,13,255,19.62,42,10,13
Catherine Heymans,5,255,42.5,142,5,6
Lea Toledo,4,255,63.75,148,4,4
Carlos Castillo,9,255,28.33,66,8,9
Ramón Ramírez,6,254,42.33,60,6,6
Stuart D. Ryder,5,253,50.6,83,4,5
Katy Díaz,17,253,14.88,61,9,15
Homero Urrutia,9,253,28.11,65,9,9
R. Tiemann,12,253,21.08,115,7,12
Gloria Celedón,14,253,18.07,106,8,14
Nelson Barros da Silva,2,252,126.0,138,2,2
