universidad,anio,academicos_doctorado,academicos_extranjeros,academicos_jce,academicos_jce_doctorado,academicos_jce_extranjeros,academicos_total,estudiantes_doctorado,estudiantes_fte,estudiantes_magister,estudiantes_posgrado,estudiantes_pregrado,estudiantes_primer_anio,estudiantes_total,graduados_doctorado,graduados_magister,montos_anid_adjudicados,montos_anid_con_industria,pct_estudiantes_extranjeros,proyectos_anid_adjudicados,qs_puntaje_academicos_con_doctorado_latam,qs_puntaje_academicos_internacionales_global,qs_puntaje_articulos_por_academico_latam,qs_puntaje_citas_por_academico_global,qs_puntaje_citas_por_articulo_latam,qs_puntaje_diversidad_internacional_global,qs_puntaje_empleabilidad_global,qs_puntaje_estudiantes_internacionales_global,qs_puntaje_estudiantes_internacionales_latam,qs_puntaje_global_global,qs_puntaje_global_latam,qs_puntaje_impacto_web_latam,qs_puntaje_ratio_academicos_global,qs_puntaje_ratio_academicos_latam,qs_puntaje_red_internacional_global,qs_puntaje_red_internacional_latam,qs_puntaje_reputacion_academica_global,qs_puntaje_reputacion_academica_latam,qs_puntaje_reputacion_empleadores_global,qs_puntaje_reputacion_empleadores_latam,qs_puntaje_sostenibilidad_global,ratio_estudiantes_academico,the_posicion_latam,the_posicion_wur,the_puntaje_global_latam,the_puntaje_global_wur,the_puntaje_industry_latam,the_puntaje_industry_wur,the_puntaje_international_outlook_latam,the_puntaje_international_outlook_wur,the_puntaje_research_environment_latam,the_puntaje_research_environment_wur,the_puntaje_research_quality_latam,the_puntaje_research_quality_wur,the_puntaje_teaching_latam,the_puntaje_teaching_wur,titulados_especialidad_medica,titulados_pregrado,titulados_pregrado_total
Universidad de Antofagasta,2025,152.0,58.0,457.77,147.66,33.91,730.0,93,7978.0,48,141,7013,1710,7279,5.0,19.0,3672832000,945255000,2.0,19,,,68.7,,98.2,,,,16.3,,34.4,,,18.3,,56.5,,19.1,,8.3,,13.3,,1201–1500,,,,17.4,,53.6,,9.5,,43.5,,18.5,8.0,950.0,1121.0
Universidad de Antofagasta,2026,,,,,,,33,7763.0,22,55,7080,1602,7176,,,765369000,,3.0,7,22.7,,56.1,,92.1,,,,,,36.2,20.8,,24.8,,75.9,,22.6,,12.3,,10.1,94,1501+,21.6,,18.1,18.1,55.0,55.0,11.1,9.6,23.3,40.2,23.9,22.5,,,
"Universidad de Artes, Ciencias y Comunicacion",2026,,,,,,,,,,,,,,,,175549000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Atacama,2015,41.0,13.0,247.93,40.5,12.07,352.0,,,,,4352,1679,4352,,8.0,589676000,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,600.0
Universidad de Atacama,2016,50.0,22.0,261.18,47.93,20.09,341.0,,,14,14,6359,2139,6373,,11.0,768462000,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,662.0
Universidad de Atacama,2017,70.0,27.0,319.07,70.0,27.0,333.0,,,19,19,6928,2378,6947,,10.0,79985000,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,832.0
Universidad de Atacama,2018,74.0,26.0,331.66,74.0,26.0,333.0,4,,17,21,7107,2016,7128,,17.0,195374000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,758.0
Universidad de Atacama,2019,91.0,22.0,333.57,91.0,22.0,337.0,8,,40,48,7342,2058,7390,,25.0,723159000,4000000,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0,942.0
Universidad de Atacama,2020,104.0,24.0,382.11,103.14,24.0,396.0,9,,135,144,6661,1713,6805,,20.0,725838000,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,1071.0
Universidad de Atacama,2021,102.0,34.0,379.82,100.14,31.75,429.0,12,,18,30,7739,1846,7833,,41.0,854708000,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0,1076.0
Universidad de Atacama,2022,105.0,28.0,364.59,102.5,27.25,391.0,14,,29,43,7603,1640,7657,1.0,19.0,2098981000,170487000,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,1373.0
Universidad de Atacama,2023,101.0,27.0,336.25,98.5,26.5,349.0,9,,31,40,7652,1950,7693,3.0,11.0,2251190000,191910000,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,1043.0
Universidad de Atacama,2024,101.0,29.0,332.5,99.25,28.5,343.0,13,,34,47,7847,2061,7894,,12.0,2157735550,227627550,,12,,,46.6,,41.1,,,,,,,8.6,,5.3,,36.8,,6.2,,6.7,,,,,,,,,,,,,,,,,,639.0,1531.0
Universidad de Atacama,2025,101.0,26.0,334.0,99.25,25.5,350.0,16,,34,50,8064,2182,8144,2.0,13.0,2472382000,236534000,,10,,,55.5,,58.2,,,,23.5,,,,,5.9,,56.2,,8.0,,9.1,,,,,,,,,,,,,,,,,,613.0,1436.0
Universidad de Atacama,2026,,,,,,,26,,46,72,8091,2064,8163,,,711012000,,,5,16.3,,81.5,,65.9,,,,,,,18.2,,5.2,,65.5,,7.9,,9.1,,,,,,,,,,,,,,,,,,,
Universidad de Chile,2015,1266.0,150.0,2159.86,1069.78,112.8,3455.0,1333,,5972,7305,29494,8634,38417,189.0,1692.0,63642874000,24095904000,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,3343.0,3343.0
Universidad de Chile,2016,1302.0,156.0,2191.61,1106.06,123.41,3540.0,1394,29207.0,5797,7191,30480,8454,38874,209.0,1655.0,34958849000,5408794000,3.0,353,,,,,,,,,,,,,,,,,,,,,,14.2,4,501-600,75.4,0.0,32.7,0.0,76.0,44.1,76.8,19.6,88.6,30.5,69.5,28.3,599.0,3340.0,3340.0
Universidad de Chile,2017,1346.0,157.0,2264.3,1153.14,123.84,3650.0,1319,38079.0,5482,6801,31095,8355,39246,179.0,1736.0,33240856000,2334202000,4.0,331,,,,,,,,,,,,,,,,,,,,,,17.4,4,501-600,81.1,,34.9,32.1,78.8,46.7,86.3,18.4,92.5,36.9,73.5,25.4,471.0,3653.0,3653.0
Universidad de Chile,2018,1440.0,159.0,2320.39,1214.7,120.84,3783.0,1279,38848.0,4681,5960,32434,8508,39493,227.0,1774.0,41516818000,4384806000,5.0,295,,,,,,,,,,,,,,,,,,,,,,17.2,6,601–800,81.5,,35.4,31.8,80.3,49.1,91.3,19.0,90.4,34.3,70.7,24.4,573.0,3464.0,3464.0
Universidad de Chile,2019,1500.0,172.0,2370.58,1273.34,129.84,3884.0,1229,39345.0,4688,5917,33757,8600,40582,209.0,1767.0,45115580000,4915512000,6.0,315,,,,,,,,,,,,,,,,,,,,,,17.1,7,601–800,83.0,,36.9,34.0,80.6,50.5,92.1,18.0,82.4,34.6,78.4,24.3,550.0,3879.0,3879.0
Universidad de Chile,2020,1484.0,198.0,2367.88,1265.77,146.7,3884.0,1137,35447.0,4045,5182,33274,8043,39501,185.0,1083.0,33271871000,7262774000,6.0,285,,,,,,,,,,,,,,,,,,,,,,15.0,8,801–1000,82.0,,52.1,34.5,79.8,51.2,91.4,17.1,73.8,33.9,80.1,23.2,504.0,2964.0,2964.0
Universidad de Chile,2021,1548.0,177.0,2365.64,1302.22,133.52,3932.0,1245,36433.0,5200,6445,35615,8460,43336,192.0,1886.0,56656051000,3850831000,6.0,235,,,,,,,,,,,,,,,,,,,,,,15.4,6,801–1000,82.1,,53.3,38.3,79.3,51.9,91.8,17.0,76.7,35.1,78.5,23.6,503.0,4193.0,4193.0
Universidad de Chile,2022,1584.0,179.0,2341.61,1316.99,135.41,3927.0,1219,37264.0,5425,6644,34833,8078,42904,173.0,1422.0,39538571000,5939355000,5.0,265,,,,,,,,,,,,,,,,,,,,,,15.4,7,801–1000,83.7,,61.7,40.3,79.4,50.4,93.2,18.1,82.8,36.7,77.7,23.8,424.0,4321.0,4321.0
Universidad de Chile,2023,1612.0,185.0,2310.09,1337.26,138.43,3922.0,1153,37286.0,5094,6247,37086,8849,45248,192.0,1920.0,50285726000,17130366000,5.0,250,,,,,,,,,,,,,,,,,,,,,,15.5,9,1001–1200,81.6,,57.2,41.7,79.1,51.2,90.4,18.6,79.3,37.1,76.8,22.6,580.0,5038.0,5038.0
Universidad de Chile,2024,1679.0,190.0,2370.48,1397.83,145.5,4040.0,1166,39510.0,4999,6165,37202,8691,45329,192.0,1949.0,41357569875,5215391875,5.0,267,73.7,9.0,98.4,12.5,83.1,,50.4,5.0,,50.2,94.9,99.2,9.7,24.6,48.6,99.8,81.5,100.0,96.6,100.0,36.3,16.4,9,801–1000,77.0,,55.5,57.4,49.7,52.9,88.9,19.8,79.6,50.5,72.4,25.9,476.0,5343.0,5343.0
Universidad de Chile,2025,1693.0,197.0,2373.48,1410.76,148.89,4079.0,1205,39966.0,5356,6561,37610,11724,54202,231.0,2235.0,59686651000,5818164000,3.0,234,,8.5,99.6,11.2,83.6,,96.1,4.5,99.9,53.7,93.9,,8.0,22.7,77.1,99.7,82.8,100.0,90.0,100.0,64.1,16.9,,1001–1200,,,,55.8,,49.6,,21.3,,48.3,,25.6,547.0,5351.0,5351.0
Universidad de Chile,2026,,,,,,,1204,42010.0,5343,6547,37087,11646,53161,,,28144239000,2220224000,3.0,194,69.2,12.2,99.4,18.2,75.7,13.1,97.6,8.1,,59.1,92.5,100.0,10.9,22.3,77.9,99.7,91.9,100.0,92.0,100.0,69.5,17.3,13,1001–1200,38.4,,56.5,56.5,49.3,49.3,25.0,21.5,61.6,48.3,33.6,26.6,,,
Universidad de Chile,2027,,,,,,,,,,,,,,,,,,,,,10.6,,16.0,,,95.7,8.2,,57.1,,,9.9,,76.8,,92.0,,85.1,,66.4,,,,,,,,,,,,,,,,,,
Universidad de Concepcion,2015,730.0,111.0,1397.84,685.43,104.32,1739.0,567,,1432,1999,24291,5709,26796,87.0,460.0,14557726000,2677562000,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,2936.0,2942.0
Universidad de Concepcion,2016,757.0,115.0,1406.48,712.93,108.43,1739.0,587,,1506,2093,24812,5915,27596,81.0,388.0,14092935000,2906544000,,162,,,,,,,,,,,,,,,,,,,,,,,14,,58.5,,69.7,,65.2,,63.5,,73.1,,43.5,,124.0,2656.0,2662.0
Universidad de Concepcion,2017,788.0,120.0,1434.5,738.73,110.5,1778.0,604,26253.0,1493,2097,24646,5763,27663,81.0,484.0,16795777000,3362160000,1.0,184,,,,,,,,,,,,,,,,,,,,,,17.6,13,601-800,63.9,,86.9,56.4,66.4,46.2,71.1,13.0,76.1,20.8,48.4,15.5,153.0,2906.0,2913.0
Universidad de Concepcion,2018,823.0,118.0,1464.84,771.05,109.8,1813.0,646,26682.0,1568,2214,25023,6023,27606,79.0,446.0,19840850000,4154758000,1.0,162,,,,,,,,,,,,,,,,,,,,,,17.9,17,801–1000,69.9,,94.9,57.2,67.6,47.6,79.8,13.5,73.7,20.4,57.2,17.1,144.0,2764.0,2777.0
Universidad de Concepcion,2019,865.0,129.0,1476.82,809.73,119.32,1822.0,647,27077.0,1487,2134,24933,5807,27165,117.0,470.0,16113541000,3373398000,1.0,155,,,,,,,,,,,,,,,,,,,,,,17.5,45,1001+,55.5,,94.4,55.1,67.9,48.5,58.7,13.3,60.5,18.2,44.4,14.8,149.0,2733.0,2743.0
Universidad de Concepcion,2020,873.0,139.0,1462.48,815.16,127.55,1832.0,670,27640.0,1458,2128,25870,5280,28996,88.0,334.0,17260364000,3649702000,1.0,138,,,,,,,,,,,,,,,,,,,,,,17.4,=47,1001+,55.0,,93.1,56.6,68.8,48.7,58.6,11.6,59.3,19.7,43.6,15.4,127.0,2149.0,2158.0
Universidad de Concepcion,2021,894.0,136.0,1485.23,834.32,123.18,1868.0,664,28176.0,1672,2336,26569,5061,29680,89.0,472.0,25946994000,3809129000,2.0,108,,,,,,,,,,,,,,,,,,,,,,17.2,55,1001+,51.6,,88.8,56.0,72.6,49.3,51.1,12.1,64.4,23.5,37.9,16.4,124.0,3168.0,3175.0
Universidad de Concepcion,2022,939.0,141.0,1478.3,877.75,128.02,1852.0,676,28260.0,1665,2341,27452,5190,30428,110.0,428.0,20632528000,6006302000,2.0,144,,,,,,,,,,,,,,,,,,,,,,17.2,26,1001–1200,65.9,,92.3,56.1,73.3,50.4,72.7,13.3,75.9,28.3,50.6,16.7,166.0,3223.0,3232.0
Universidad de Concepcion,2023,954.0,140.0,1495.36,891.52,125.59,1884.0,688,28112.0,1657,2345,26129,5291,29045,104.0,522.0,24968591000,10590383000,2.0,141,,,,,,,,,,,,,,,,,,,,,,17.1,22,1201–1500,66.8,,87.2,49.9,71.6,50.7,76.3,14.0,79.3,30.1,48.4,16.4,158.0,3538.0,3556.0
Universidad de Concepcion,2024,998.0,146.0,1529.84,934.8,131.18,1916.0,698,30174.0,1382,2080,25797,5494,28491,99.0,459.0,22454368811,5718305355,2.0,138,66.3,13.1,82.7,7.4,88.7,,9.5,2.2,,,84.1,84.5,13.1,32.0,16.3,97.8,27.0,80.7,35.6,84.9,31.6,18.2,33,1201–1500,57.3,,47.9,44.6,51.6,52.0,69.7,16.4,57.1,38.2,47.8,17.3,159.0,3634.0,3646.0
Universidad de Concepcion,2025,1015.0,150.0,1539.18,946.11,132.82,1951.0,735,30363.0,1202,1937,25370,5428,28017,120.0,496.0,51731363000,6639679000,2.0,153,,10.6,88.1,6.7,93.4,,12.5,1.7,86.3,,87.8,,14.8,39.4,61.1,97.6,26.2,87.7,22.4,89.1,45.9,17.9,,1201–1500,,,,48.0,,51.3,,17.0,,38.5,,18.2,149.0,3450.0,3470.0
Universidad de Concepcion,2026,,,,,,,737,29870.0,1283,2020,25818,5574,28703,,,15760868000,2880822000,2.0,101,60.4,14.5,88.9,12.3,89.8,6.9,16.9,2.6,,27.8,87.1,82.5,20.2,37.0,64.1,98.7,36.8,89.2,34.0,88.7,69.5,17.0,=32,1201–1500,28.3,,47.7,47.7,50.8,50.8,19.7,18.1,40.9,40.9,22.2,19.3,,,
Universidad de Concepcion,2027,,,,,,,,,,,,,,,,,,,,,12.6,,10.4,,,15.6,2.5,,26.6,,,18.4,,66.6,,38.4,,26.6,,72.1,,,,,,,,,,,,,,,,,,
Universidad de La Serena,2015,109.0,9.0,342.09,98.27,6.05,671.0,22,,93,115,6997,1700,7182,9.0,63.0,968271000,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.0,811.0
Universidad de La Serena,2016,111.0,9.0,353.5,102.3,6.41,688.0,26,,119,145,7090,1782,7359,5.0,38.0,703411000,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,921.0
Universidad de La Serena,2017,132.0,18.0,373.45,122.7,15.59,719.0,36,,172,208,7411,1942,7721,2.0,21.0,1234817000,2000000,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0,868.0
Universidad de La Serena,2018,130.0,19.0,360.91,117.16,15.95,718.0,45,,124,169,7517,1894,7805,,24.0,1003367000,19919000,,17,,,,,,,,,,,,,,,,,,,,,,,91–100,,,,35.3,,40.1,,15.8,,78.7,,18.9,,,607.0,683.0
Universidad de La Serena,2019,136.0,21.0,359.89,120.82,17.48,708.0,56,,116,172,7606,1896,7918,7.0,31.0,721918000,,,15,,,,,,,,,,,,,,,,,,,,,,,101+,,,,36.6,,46.4,,15.3,,77.6,,14.4,,,767.0,813.0
Universidad de La Serena,2020,121.0,19.0,300.07,112.14,15.77,539.0,59,,84,143,6656,1738,6824,4.0,20.0,1438490000,,,17,,,,,,,,,,,,,,,,,,,,,,,101–125,,,,35.5,,52.2,,18.0,,91.3,,12.8,,,487.0,505.0
Universidad de La Serena,2021,124.0,24.0,308.7,113.6,17.05,668.0,66,,131,197,7973,1522,8194,5.0,49.0,1587586000,199919000,,16,,,,,,,,,,,,,,,,,,,,,,,99,,38.0,,36.9,,57.1,,19.0,,94.4,,20.7,,,992.0,1064.0
Universidad de La Serena,2022,130.0,19.0,315.68,120.09,13.91,637.0,70,7778.0,115,185,7576,1377,7784,6.0,35.0,3316468000,,1.0,17,,,,,,,,,,,,,,,,,,,,,,21.6,101–125,Reporter,,,34.9,,61.6,,17.5,,97.4,,16.6,,,1041.0,1109.0
Universidad de La Serena,2023,132.0,18.0,342.25,122.22,13.76,755.0,78,7643.0,96,174,7483,1688,7674,10.0,54.0,2466623000,,1.0,16,,,,,,,,,,,,,,,,,,,,,,25.5,=93,801–1000,41.4,,36.1,36.9,61.9,48.0,26.0,9.3,95.3,65.6,22.1,12.7,,999.0,1071.0
Universidad de La Serena,2024,137.0,23.0,338.61,125.3,16.98,724.0,80,8170.0,88,168,7465,1782,7654,10.0,29.0,2063349000,,1.0,16,39.3,4.7,63.1,7.3,99.9,,7.7,1.3,,,31.3,12.6,3.0,7.3,1.0,33.0,3.9,16.9,2.0,13.0,1.2,26.4,126–150,1201–1500,,,16.6,16.4,50.7,50.4,19.9,9.9,43.8,49.2,19.5,12.3,,1365.0,1412.0
Universidad de La Serena,2025,142.0,23.0,339.84,131.4,14.81,758.0,91,7761.0,118,209,7554,1847,7763,14.0,32.0,4031595000,474207000,0.0,22,,4.4,77.1,5.6,90.6,,2.1,1.3,21.8,,35.9,,3.3,9.7,14.7,45.2,4.0,23.5,2.6,19.3,1.1,24.6,,1201–1500,,,,16.6,,50.0,,9.4,,54.3,,12.9,,1063.0,1099.0
Universidad de La Serena,2026,,,,,,,99,7657.0,112,211,7837,1910,8112,,,1254668000,,1.0,10,31.1,,74.9,,83.5,,,,,,36.3,21.1,,9.9,,58.3,,27.6,,16.7,,22.4,81,1201–1500,23.2,,17.3,17.3,50.3,50.3,11.9,10.3,41.4,54.3,18.3,14.3,,,
Universidad de Las Americas,2015,45.0,53.0,996.12,13.48,17.02,3063.0,,,178,178,26229,4734,26407,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984.0,4938.0
Universidad de Las Americas,2016,59.0,56.0,980.2,17.83,15.78,2936.0,,,136,136,24264,5359,24521,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3914.0,4614.0
Universidad de Las Americas,2017,71.0,50.0,996.82,25.66,12.41,2817.0,,,90,90,24287,6196,24410,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847.0,4338.0
Universidad de Las Americas,2018,106.0,45.0,985.3,39.46,12.0,3026.0,,,69,69,23114,5235,23221,,31.0,90798000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947.0,3325.0
Universidad de Las Americas,2019,113.0,52.0,988.85,47.49,14.93,2860.0,,,57,57,23571,5301,23674,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2712.0,3282.0
Universidad de Las Americas,2020,132.0,45.0,946.11,57.97,16.59,2496.0,,,56,56,22734,5146,22790,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.0,2849.0
Universidad de Las Americas,2021,195.0,68.0,1063.77,114.25,31.93,2342.0,,,143,143,24770,6100,25671,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498.0,4115.0
Universidad de Las Americas,2022,326.0,100.0,1110.31,198.68,45.38,2767.0,,,237,237,26012,5412,27224,,58.0,157632000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094.0,3821.0
Universidad de Las Americas,2023,361.0,104.0,1105.95,195.04,47.23,2573.0,,,229,229,27473,7667,28938,,84.0,1320257000,242138000,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.0,4346.0
Universidad de Las Americas,2024,378.0,98.0,1163.56,204.43,42.34,2579.0,,,224,224,30041,8875,31708,,107.0,1223605000,,,5,6.3,,3.3,,2.1,,,,,,,9.0,,11.6,,12.9,,11.5,,17.1,,,,,,,,,,,,,,,,,,3546.0,4161.0
Universidad de Las Americas,2025,461.0,107.0,1323.15,264.09,51.71,2857.0,,,347,347,33106,8923,34925,,98.0,1227355000,70000000,,11,,,6.8,,11.1,,,,16.5,,,,,16.9,,29.1,,20.7,,20.5,,,,,,,,,,,,,,,,,,3622.0,4196.0
Universidad de Las Americas,2026,,,,,,,10,,399,409,36354,9124,38495,,,1534054000,,,13,10.4,,9.7,,15.8,,,,,,,17.9,,21.1,,46.9,,26.2,,25.5,,,,,,,,,,,,,,,,,,,
Universidad de Los Lagos,2015,81.0,24.0,365.54,69.55,14.18,775.0,15,,129,144,9238,2732,9382,,9.0,1658987000,641243000,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,1287.0
Universidad de Los Lagos,2016,86.0,24.0,407.16,78.66,17.73,867.0,29,,91,120,9251,3084,9371,,,1290991000,446338000,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,1812.0
Universidad de Los Lagos,2017,99.0,22.0,432.45,93.09,13.86,904.0,21,,67,88,9472,2715,9560,3.0,38.0,1600421000,347685000,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,1869.0
Universidad de Los Lagos,2018,118.0,26.0,458.94,108.82,17.93,928.0,32,,63,95,9776,2674,9871,4.0,25.0,1846675000,569143000,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.0,2083.0
Universidad de Los Lagos,2019,127.0,26.0,472.91,119.84,17.66,909.0,30,,63,93,9657,2484,9750,4.0,36.0,1253607000,,,14,,,,,,,,,,,,,,,,,,,,,,,81–90,,,,36.5,,45.7,,45.3,,39.9,,24.2,,,483.0,1630.0
Universidad de Los Lagos,2020,140.0,32.0,444.78,127.84,24.05,802.0,31,,71,102,9338,2379,9440,2.0,31.0,2035985000,818915000,,16,,,,,,,,,,,,,,,,,,,,,,,101–125,,,,35.5,,53.5,,28.4,,58.5,,24.4,,,545.0,1622.0
Universidad de Los Lagos,2021,143.0,28.0,459.98,132.24,20.67,824.0,32,,50,82,9385,2048,9467,7.0,36.0,1958518000,399717000,,14,,,,,,,,,,,,,,,,,,,,,,,97,,38.6,,36.9,,55.9,,28.8,,63.6,,30.6,,,654.0,1696.0
Universidad de Los Lagos,2022,164.0,32.0,500.24,152.06,23.62,880.0,29,5249.0,71,100,9491,2309,9591,7.0,21.0,2676075000,200000000,0.0,15,,,,,,,,,,,,,,,,,,,,,,16.9,81,Reporter,44.6,,34.9,,62.6,,38.1,,67.9,,34.7,,,556.0,1372.0
Universidad de Los Lagos,2023,165.0,32.0,509.89,153.61,23.45,926.0,27,5567.0,47,74,10036,2711,10110,8.0,14.0,1827663000,200000000,0.0,17,,,,,,,,,,,,,,,,,,,,,,16.6,95,Reporter,40.9,,36.1,,61.3,,36.8,,55.4,,32.7,,,789.0,1633.0
Universidad de Los Lagos,2024,159.0,29.0,542.04,149.93,20.74,978.0,24,5995.0,58,82,10373,2816,10455,5.0,23.0,2351559960,681043960,0.0,15,44.9,,52.8,,8.8,,,,,,,36.6,,14.0,,29.6,,12.3,,7.0,,17.4,101–125,1501+,,,16.8,16.0,50.3,49.5,37.4,14.1,49.0,25.8,21.4,15.9,,820.0,1633.0
Universidad de Los Lagos,2025,161.0,24.0,547.75,149.44,15.41,1016.0,21,6332.0,124,145,11245,3282,11390,6.0,25.0,2510738000,237263000,0.0,16,,,77.4,,22.3,,,,36.4,,,,,11.1,,41.0,,13.4,,7.3,,17.3,,1501+,,,,16.8,,49.9,,14.9,,24.1,,15.8,,741.0,1440.0
Universidad de Los Lagos,2026,,,,,,,41,6923.0,184,225,12141,3358,12366,,,1625622000,455200000,0.0,8,39.2,,79.2,,25.7,,,,,,,30.1,,9.4,,59.4,,13.3,,8.8,,19.0,=83,1501+,22.8,,16.6,16.6,48.5,48.5,18.3,14.6,28.5,21.0,19.0,15.6,,,
Universidad de Magallanes,2015,63.0,9.0,269.36,56.11,4.8,615.0,,,35,35,4243,1427,4308,,6.0,626345000,154000000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,580.0
Universidad de Magallanes,2016,65.0,11.0,265.09,55.61,5.74,683.0,,,81,81,4440,1497,4527,,4.0,1205921000,32000000,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,369.0
Universidad de Magallanes,2017,69.0,24.0,270.42,60.59,9.14,682.0,3,,27,30,4480,1385,4518,,4.0,1165513000,2000000,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,567.0
Universidad de Magallanes,2018,79.0,10.0,212.05,76.5,10.0,225.0,5,,20,25,4534,1227,4559,,,2021316000,200000000,,13,,,,,,,,,,,,,,,,,,,,,,,91–100,,,,35.3,,67.2,,17.3,,72.4,,25.4,,,397.0,688.0
Universidad de Magallanes,2019,87.0,,213.05,83.5,,228.0,7,,35,42,4273,1152,4315,,,996182000,163249000,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,335.0
Universidad de Magallanes,2020,100.0,13.0,275.99,92.53,1.17,619.0,6,,16,22,3800,953,3855,,,1811238000,199880000,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,416.0
Universidad de Magallanes,2021,102.0,32.0,285.47,93.27,17.45,627.0,8,,60,68,4074,1192,4169,,,8750238000,199379000,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,463.0
Universidad de Magallanes,2022,104.0,33.0,288.38,92.35,15.92,638.0,9,,56,65,3856,1040,3921,,,3101587000,199995000,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,761.0
Universidad de Magallanes,2023,117.0,34.0,316.14,103.48,19.53,712.0,16,,95,111,3935,1176,4046,,,2194603000,837500000,,8,,,,,,,,,,,,,,,,,,,,,,,73,,46.3,,46.8,,78.2,,25.9,,87.3,,36.1,,,315.0,452.0
Universidad de Magallanes,2024,108.0,30.0,307.9,100.79,16.7,685.0,15,4235.0,95,110,4103,1190,4237,,,2105059400,376180400,1.0,15,,,32.5,,94.2,,,,,,,11.1,,48.7,,48.9,,11.1,,6.3,,15.6,126–150,Reporter,,,26.7,,53.0,,17.8,,43.8,,20.2,,,260.0,459.0
Universidad de Magallanes,2025,115.0,25.0,313.74,109.59,15.93,601.0,20,3754.0,98,118,4382,1248,4500,,,2209742000,280000000,2.0,9,,,40.7,,99.7,,,,18.4,,,,,45.7,,55.8,,13.3,,9.0,,15.3,,Reporter,,,,,,,,,,,,,,253.0,373.0
Universidad de Magallanes,2026,,,,,,,18,,73,91,4553,1270,4644,,,1785800000,238982000,,7,8.6,,49.9,,99.0,,,,,,,19.4,,55.0,,65.3,,13.3,,10.1,,,,,,,,,,,,,,,,,,,
Universidad de Playa Ancha,2022,,,,,,,,,,,,,,,,639218000,200000000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Playa Ancha,2024,,,,,,,,,,,,,,,,,,,,24.0,,37.2,,1.6,,,,,,,33.7,,23.9,,27.5,,7.7,,4.2,,,,,,,,,,,,,,,,,,,
Universidad de Playa Ancha,2025,,,,,,,,,,,,,,,,,,,,,,51.0,,8.1,,,,35.1,,,,,23.3,,29.9,,12.1,,3.8,,,,,,,,,,,,,,,,,,,
Universidad de Playa Ancha,2026,,,,,,,,,,,,,,,,,,,,21.3,,49.1,,12.9,,,,,,,21.4,,22.1,,39.4,,14.0,,,,,,,,,,,,,,,,,,,,,
